name,드라마,액션,코미디,스릴러,범죄,모험,로맨스,애니메이션,미스터리,SF,판타지
허로빈,88,94.0,92.0,NaN,73.0,88.0,NaN,78.0,NaN,84.0,75.0
강신종,94,92.0,90.0,82.0,84.0,84.0,83.0,77.0,NaN,76.0,77.0
박진석,94,92.0,86.0,85.0,84.0,86.0,76.0,83.0,NaN,75.0,78.0
박지우,94,92.0,88.0,83.0,85.0,86.0,79.0,81.0,NaN,76.0,75.0
도아,90,92.0,85.0,88.0,NaN,88.0,NaN,83.0,83.0,84.0,80.0
걸어다니는 마네킹 푸틴,93,90.0,91.0,76.0,84.0,86.0,79.0,88.0,NaN,NaN,82.0
뚝심있는 남자 고뚝심,92,91.0,88.0,NaN,74.0,88.0,78.0,87.0,NaN,NaN,82.0
신준영,92,93.0,87.0,87.0,84.0,86.0,77.0,NaN,NaN,79.0,78.0
문승우,93,93.0,91.0,81.0,80.0,86.0,83.0,73.0,NaN,78.0,78.0
아모건,88,92.0,89.0,87.0,NaN,88.0,NaN,92.0,NaN,82.0,82.0
주장,92,93.0,88.0,87.0,87.0,81.0,75.0,NaN,NaN,76.0,77.0
오성민,91,93.0,87.0,83.0,83.0,89.0,NaN,88.0,NaN,75.0,82.0
임희봉,93,93.0,83.0,85.0,83.0,87.0,NaN,78.0,NaN,80.0,73.0
하파써블,93,91.0,90.0,74.0,76.0,87.0,84.0,NaN,NaN,NaN,74.0
Nollemii,94,91.0,90.0,81.0,83.0,85.0,81.0,86.0,NaN,NaN,79.0
뚱이에요,93,92.0,90.0,85.0,83.0,85.0,81.0,82.0,NaN,NaN,78.0
ming,93,91.0,91.0,83.0,80.0,88.0,83.0,85.0,NaN,NaN,83.0
이유진,95,87.0,84.0,86.0,80.0,NaN,85.0,NaN,76.0,71.0,NaN
박재훈,90,93.0,79.0,85.0,84.0,89.0,NaN,87.0,76.0,82.0,80.0
두도리,94,90.0,86.0,85.0,85.0,85.0,82.0,80.0,77.0,77.0,NaN
DK,95,88.0,87.0,85.0,88.0,NaN,85.0,NaN,68.0,71.0,NaN
곽민섭,88,95.0,87.0,83.0,81.0,89.0,NaN,71.0,NaN,84.0,83.0
Jong Cheol Jason,92,93.0,91.0,83.0,82.0,86.0,78.0,74.0,NaN,77.0,78.0
김지우,93,90.0,91.0,75.0,NaN,89.0,84.0,85.0,NaN,75.0,78.0
야눙,94,91.0,91.0,83.0,79.0,87.0,85.0,86.0,NaN,76.0,80.0
티모시중헌디,90,93.0,90.0,76.0,78.0,89.0,81.0,87.0,NaN,77.0,81.0
김너스레,92,93.0,89.0,86.0,83.0,86.0,77.0,80.0,NaN,77.0,NaN
Jay Kim,94,90.0,89.0,83.0,86.0,77.0,82.0,NaN,68.0,NaN,NaN
서현,91,92.0,91.0,78.0,75.0,89.0,NaN,89.0,NaN,77.0,82.0
백성욱,93,90.0,87.0,83.0,88.0,71.0,87.0,86.0,NaN,NaN,80.0
Su,93,93.0,88.0,82.0,80.0,86.0,84.0,83.0,NaN,80.0,77.0
서진아,93,92.0,88.0,84.0,87.0,87.0,NaN,NaN,75.0,76.0,81.0
수수,92,93.0,88.0,83.0,81.0,88.0,76.0,84.0,NaN,84.0,79.0
김동하,92,94.0,87.0,83.0,83.0,87.0,75.0,NaN,NaN,79.0,75.0
문쫑,92,91.0,92.0,86.0,84.0,85.0,83.0,83.0,NaN,NaN,NaN
안용환,92,93.0,87.0,81.0,81.0,89.0,NaN,81.0,NaN,82.0,79.0
다은,94,81.0,89.0,83.0,80.0,87.0,NaN,89.0,78.0,NaN,86.0
김지연,94,86.0,89.0,76.0,NaN,81.0,90.0,89.0,NaN,NaN,80.0
박지원_리뷰를 리뷰하다,95,87.0,90.0,78.0,81.0,76.0,88.0,81.0,NaN,NaN,75.0
Jay Oh,93,91.0,89.0,85.0,82.0,86.0,NaN,86.0,NaN,78.0,80.0
커피 한 잔,93,91.0,91.0,86.0,85.0,80.0,81.0,NaN,74.0,NaN,73.0
김동표,91,93.0,88.0,85.0,83.0,87.0,NaN,85.0,NaN,82.0,78.0
Julieta,95,87.0,87.0,88.0,87.0,73.0,84.0,NaN,77.0,70.0,NaN
권혁윤,91,93.0,68.0,87.0,89.0,81.0,NaN,NaN,65.0,75.0,NaN
사라테,92,93.0,88.0,82.0,83.0,86.0,74.0,71.0,NaN,83.0,72.0
보통사람,94,91.0,77.0,83.0,85.0,86.0,NaN,81.0,NaN,78.0,NaN
나영,93,92.0,88.0,85.0,82.0,88.0,77.0,83.0,NaN,78.0,NaN
이채원,92,90.0,90.0,78.0,NaN,90.0,78.0,89.0,NaN,NaN,84.0
김기범,93,92.0,89.0,84.0,89.0,81.0,NaN,74.0,NaN,NaN,72.0
정상원,93,92.0,90.0,86.0,84.0,82.0,78.0,NaN,NaN,81.0,77.0
홍쥬,94,81.0,92.0,NaN,NaN,85.0,87.0,79.0,NaN,NaN,81.0
오제혁,95,86.0,89.0,81.0,82.0,77.0,87.0,77.0,NaN,NaN,72.0
Rich,93,93.0,88.0,82.0,85.0,84.0,78.0,80.0,NaN,82.0,NaN
영화 대마왕,94,92.0,84.0,86.0,85.0,85.0,80.0,NaN,77.0,77.0,NaN
반리,94,90.0,91.0,NaN,79.0,86.0,87.0,77.0,NaN,77.0,81.0
예쁜애좋아하는처돌이,94,90.0,89.0,NaN,78.0,88.0,83.0,81.0,NaN,82.0,82.0
최실장,90,94.0,84.0,84.0,79.0,90.0,NaN,82.0,NaN,82.0,82.0
유성진,92,93.0,87.0,88.0,82.0,82.0,NaN,NaN,75.0,85.0,74.0
ssong,92,93.0,89.0,84.0,84.0,85.0,76.0,77.0,NaN,77.0,74.0
고니,91,93.0,86.0,84.0,86.0,88.0,NaN,83.0,NaN,81.0,77.0
최우석,92,92.0,91.0,80.0,79.0,89.0,79.0,86.0,NaN,NaN,81.0
hilts,94,90.0,91.0,83.0,85.0,76.0,83.0,NaN,NaN,NaN,69.0
구낭,92,93.0,87.0,83.0,87.0,87.0,74.0,NaN,76.0,83.0,80.0
김다정,91,93.0,91.0,81.0,85.0,86.0,NaN,82.0,NaN,80.0,80.0
잉여인간,92,92.0,83.0,82.0,89.0,81.0,78.0,86.0,NaN,89.0,81.0
강가비,92,89.0,92.0,78.0,NaN,89.0,80.0,92.0,NaN,NaN,82.0
좋습니다좋아요,94,86.0,89.0,76.0,NaN,87.0,87.0,86.0,NaN,NaN,80.0
영화가 삶이 될 수 있을까,93,92.0,89.0,81.0,84.0,87.0,NaN,92.0,NaN,77.0,83.0
김대진,91,94.0,90.0,81.0,84.0,85.0,NaN,83.0,NaN,76.0,79.0
상록,93,93.0,89.0,88.0,86.0,77.0,77.0,NaN,72.0,NaN,71.0
옥희,92,91.0,90.0,87.0,81.0,87.0,NaN,83.0,NaN,76.0,82.0
김미나,94,88.0,91.0,79.0,NaN,85.0,86.0,NaN,NaN,NaN,77.0
영응,93,91.0,88.0,NaN,82.0,90.0,81.0,77.0,NaN,NaN,85.0
김재명,92,92.0,90.0,85.0,83.0,86.0,NaN,73.0,NaN,76.0,74.0
지구인,94,84.0,91.0,NaN,77.0,84.0,88.0,88.0,NaN,NaN,81.0
Hyoung Seok Oh,94,92.0,89.0,84.0,86.0,79.0,80.0,NaN,72.0,72.0,71.0
주렁,93,92.0,89.0,81.0,79.0,88.0,84.0,80.0,NaN,NaN,79.0
jynnie,92,93.0,88.0,87.0,87.0,82.0,70.0,NaN,68.0,78.0,NaN
thestrokes,95,87.0,89.0,80.0,85.0,81.0,86.0,NaN,NaN,NaN,73.0
김지윤,94,90.0,90.0,81.0,80.0,87.0,82.0,85.0,NaN,NaN,81.0
별2,90,92.0,92.0,79.0,77.0,90.0,76.0,85.0,NaN,80.0,84.0
Bob Choi,92,94.0,87.0,87.0,86.0,84.0,NaN,73.0,NaN,77.0,73.0
이정우,94,91.0,91.0,84.0,85.0,83.0,80.0,NaN,NaN,74.0,76.0
서경덕,92,93.0,86.0,86.0,84.0,87.0,73.0,NaN,NaN,85.0,79.0
오영화,93,93.0,89.0,82.0,87.0,85.0,79.0,79.0,NaN,76.0,73.0
blue one,92,93.0,90.0,85.0,81.0,86.0,80.0,83.0,NaN,79.0,80.0
임판호,93,92.0,90.0,87.0,85.0,84.0,79.0,79.0,76.0,NaN,NaN
곰두리,94,90.0,88.0,86.0,89.0,79.0,83.0,NaN,78.0,NaN,71.0
강민수,90,92.0,86.0,79.0,81.0,91.0,82.0,86.0,NaN,83.0,87.0
ㅇㅇ,93,91.0,91.0,80.0,79.0,88.0,80.0,85.0,NaN,77.0,79.0
hi,90,92.0,87.0,81.0,81.0,90.0,NaN,89.0,NaN,79.0,86.0
허세헌,91,94.0,80.0,84.0,84.0,87.0,69.0,NaN,68.0,82.0,81.0
Soomin Kim,92,93.0,87.0,81.0,80.0,89.0,NaN,79.0,76.0,81.0,81.0
zzkz11,94,91.0,87.0,81.0,89.0,85.0,81.0,80.0,NaN,NaN,79.0
유흥발의 원리,93,93.0,88.0,82.0,87.0,87.0,80.0,NaN,76.0,80.0,77.0
단비,92,93.0,88.0,78.0,82.0,90.0,78.0,82.0,NaN,NaN,82.0
염간지,92,92.0,92.0,86.0,83.0,84.0,77.0,79.0,NaN,NaN,78.0
무너,94,89.0,93.0,78.0,81.0,81.0,83.0,80.0,NaN,NaN,77.0
DinaNara,92,91.0,89.0,82.0,83.0,89.0,NaN,88.0,NaN,NaN,83.0
SooMin,89,94.0,85.0,76.0,85.0,91.0,NaN,85.0,NaN,77.0,85.0
츄마구고,93,92.0,90.0,83.0,78.0,86.0,84.0,82.0,NaN,78.0,79.0
dotdot,92,94.0,87.0,76.0,84.0,89.0,74.0,73.0,NaN,84.0,80.0
나건웅,93,91.0,90.0,87.0,81.0,85.0,82.0,78.0,NaN,NaN,81.0
이수현,93,90.0,91.0,85.0,NaN,85.0,84.0,88.0,NaN,NaN,81.0
꽁띠,94,90.0,89.0,85.0,87.0,75.0,85.0,NaN,69.0,72.0,63.0
johnDT,94,89.0,90.0,78.0,86.0,87.0,78.0,82.0,NaN,77.0,NaN
종렬,93,91.0,86.0,79.0,82.0,89.0,NaN,86.0,NaN,NaN,82.0
01시58분,93,92.0,91.0,84.0,86.0,81.0,78.0,74.0,NaN,74.0,69.0
Jason Bourne,90,94.0,82.0,85.0,86.0,88.0,NaN,NaN,71.0,81.0,73.0
타란티노쿠엔틴,92,93.0,89.0,84.0,87.0,83.0,76.0,73.0,NaN,76.0,72.0
2강2,93,92.0,89.0,84.0,80.0,89.0,79.0,NaN,76.0,80.0,84.0
bbukkyubbukkyu,94,92.0,86.0,86.0,89.0,78.0,NaN,85.0,82.0,74.0,78.0
김선영,92,92.0,91.0,NaN,74.0,89.0,78.0,83.0,NaN,78.0,81.0
조항빈,95,90.0,89.0,85.0,84.0,83.0,81.0,80.0,NaN,NaN,NaN
조니,92,92.0,90.0,84.0,81.0,88.0,NaN,82.0,NaN,81.0,81.0
혜니,95,85.0,88.0,86.0,83.0,80.0,85.0,78.0,NaN,NaN,74.0
노트10플러스,93,91.0,88.0,87.0,89.0,77.0,78.0,NaN,79.0,NaN,78.0
cha mania,94,91.0,90.0,87.0,85.0,79.0,83.0,NaN,NaN,NaN,73.0
홍정빙,94,90.0,89.0,83.0,88.0,79.0,83.0,80.0,NaN,NaN,72.0
김윤성,88,94.0,82.0,81.0,78.0,90.0,NaN,87.0,NaN,84.0,80.0
박세환,93,91.0,91.0,84.0,87.0,82.0,79.0,NaN,NaN,73.0,72.0
Holio,91,93.0,87.0,81.0,78.0,90.0,72.0,80.0,NaN,80.0,82.0
Life,91,93.0,89.0,79.0,NaN,89.0,78.0,76.0,NaN,79.0,82.0
7b33L,94,90.0,89.0,84.0,88.0,79.0,76.0,NaN,78.0,72.0,NaN
의견,91,93.0,86.0,80.0,77.0,89.0,NaN,82.0,NaN,80.0,81.0
박미나,94,89.0,90.0,84.0,80.0,87.0,83.0,NaN,NaN,NaN,80.0
이상운,89,94.0,76.0,83.0,84.0,89.0,NaN,77.0,75.0,85.0,79.0
김지독,91,93.0,87.0,79.0,84.0,91.0,NaN,76.0,NaN,82.0,83.0
unknown,94,91.0,89.0,84.0,87.0,85.0,80.0,83.0,NaN,76.0,75.0
breathtaking,93,91.0,90.0,87.0,81.0,85.0,79.0,78.0,NaN,78.0,NaN
마빈박,90,94.0,87.0,83.0,82.0,89.0,NaN,81.0,NaN,81.0,81.0
허태안,93,93.0,86.0,84.0,82.0,87.0,83.0,76.0,NaN,81.0,78.0
Mike Kim,92,92.0,89.0,85.0,83.0,87.0,NaN,83.0,NaN,79.0,80.0
권민영,88,94.0,85.0,87.0,80.0,89.0,NaN,81.0,NaN,82.0,83.0
영화는방울방울,94,92.0,88.0,80.0,78.0,89.0,83.0,76.0,NaN,80.0,81.0
함수정,95,91.0,88.0,85.0,83.0,83.0,82.0,84.0,79.0,NaN,NaN
블빌,90,94.0,85.0,82.0,81.0,89.0,NaN,87.0,NaN,83.0,81.0
GREED,90,94.0,88.0,84.0,85.0,86.0,75.0,79.0,NaN,82.0,78.0
hannah,93,92.0,90.0,80.0,78.0,87.0,80.0,87.0,NaN,NaN,77.0
leo,94,93.0,87.0,82.0,84.0,85.0,79.0,NaN,NaN,79.0,77.0
TeRRa,93,89.0,89.0,79.0,81.0,90.0,82.0,87.0,NaN,NaN,84.0
Jong hwan,93,92.0,90.0,85.0,85.0,83.0,79.0,75.0,NaN,72.0,73.0
개옹,94,89.0,89.0,82.0,80.0,87.0,86.0,87.0,NaN,NaN,80.0
이상훈,94,91.0,91.0,80.0,81.0,82.0,85.0,NaN,NaN,72.0,75.0
라쿤,91,94.0,89.0,85.0,84.0,86.0,NaN,75.0,NaN,78.0,78.0
렉시턴의 유령,95,87.0,90.0,80.0,82.0,79.0,86.0,NaN,NaN,NaN,70.0
Christopher J,91,91.0,88.0,82.0,79.0,89.0,NaN,93.0,NaN,78.0,84.0
이봄비,94,91.0,88.0,85.0,81.0,86.0,86.0,75.0,NaN,77.0,80.0
오민용,91,94.0,91.0,81.0,83.0,85.0,76.0,77.0,NaN,76.0,78.0
나이스매니아,92,91.0,90.0,90.0,91.0,NaN,49.0,NaN,78.0,NaN,NaN
HAESOL,94,91.0,91.0,NaN,80.0,87.0,83.0,80.0,NaN,NaN,82.0
z00lala,91,93.0,89.0,76.0,76.0,91.0,NaN,82.0,NaN,78.0,82.0
율&슬,94,91.0,86.0,84.0,82.0,83.0,87.0,NaN,74.0,76.0,77.0
명대사bot,95,89.0,88.0,80.0,82.0,82.0,84.0,72.0,NaN,NaN,73.0
Telokin,95,89.0,88.0,84.0,86.0,82.0,80.0,NaN,76.0,NaN,75.0
채찍,93,92.0,87.0,87.0,87.0,84.0,74.0,77.0,75.0,NaN,NaN
박스오피스 셔틀,93,92.0,91.0,85.0,83.0,86.0,78.0,76.0,NaN,NaN,76.0
이수연,92,92.0,88.0,82.0,79.0,89.0,NaN,78.0,NaN,81.0,82.0
지선생,95,79.0,88.0,86.0,81.0,NaN,90.0,NaN,78.0,NaN,NaN
여흰빛,90,94.0,88.0,89.0,86.0,85.0,NaN,NaN,74.0,80.0,75.0
소보미,92,92.0,90.0,78.0,79.0,88.0,83.0,82.0,NaN,NaN,81.0
김도영9595,93,90.0,92.0,NaN,80.0,86.0,78.0,90.0,NaN,NaN,79.0
YejiAhn,94,87.0,90.0,NaN,77.0,86.0,87.0,86.0,NaN,NaN,82.0
화니,95,77.0,90.0,NaN,NaN,73.0,89.0,82.0,NaN,NaN,74.0
Jenny chu,93,91.0,89.0,84.0,84.0,87.0,83.0,81.0,NaN,NaN,81.0
Jieun Park,93,90.0,92.0,76.0,80.0,83.0,85.0,NaN,NaN,77.0,NaN
ジョゼ,94,90.0,90.0,NaN,80.0,87.0,85.0,89.0,NaN,NaN,79.0
Breezy,91,94.0,89.0,84.0,86.0,86.0,NaN,75.0,NaN,83.0,74.0
임상욱,94,90.0,86.0,81.0,88.0,78.0,83.0,NaN,NaN,NaN,NaN
서나,94,79.0,89.0,83.0,87.0,NaN,85.0,NaN,75.0,NaN,NaN
변우정,89,94.0,82.0,83.0,79.0,91.0,NaN,79.0,NaN,82.0,80.0
Paleblueye,93,90.0,92.0,86.0,84.0,85.0,NaN,88.0,NaN,NaN,79.0
MOVIE DIARY,94,90.0,90.0,86.0,87.0,82.0,81.0,NaN,NaN,78.0,73.0
박민석,94,89.0,84.0,83.0,NaN,87.0,85.0,90.0,NaN,83.0,86.0
JC,94,90.0,90.0,83.0,79.0,86.0,85.0,85.0,NaN,NaN,81.0
홍용준,92,94.0,81.0,85.0,86.0,87.0,NaN,66.0,NaN,84.0,69.0
니항번주,91,94.0,90.0,80.0,87.0,87.0,NaN,NaN,NaN,68.0,NaN
까따,93,92.0,90.0,84.0,83.0,87.0,80.0,78.0,NaN,76.0,77.0
기학💛,93,91.0,92.0,81.0,79.0,82.0,86.0,87.0,NaN,78.0,79.0
이름,94,91.0,91.0,80.0,84.0,85.0,80.0,75.0,NaN,77.0,NaN
Sasasa,92,93.0,87.0,81.0,83.0,89.0,79.0,84.0,NaN,80.0,81.0
AIfredo,92,92.0,91.0,87.0,84.0,81.0,82.0,NaN,NaN,73.0,76.0
Dh,95,91.0,87.0,86.0,86.0,81.0,79.0,84.0,NaN,NaN,NaN
Taeseung Kim,92,92.0,88.0,84.0,80.0,88.0,NaN,86.0,NaN,79.0,81.0
최준혁,91,94.0,87.0,88.0,85.0,82.0,70.0,NaN,70.0,72.0,NaN
오경문,92,92.0,93.0,81.0,83.0,85.0,NaN,84.0,NaN,NaN,77.0
ㄴㅏ겸,94,88.0,90.0,88.0,83.0,83.0,81.0,82.0,NaN,NaN,82.0
메동,93,92.0,88.0,79.0,85.0,88.0,74.0,77.0,NaN,NaN,81.0
알리오,92,93.0,88.0,82.0,80.0,88.0,77.0,86.0,NaN,84.0,82.0
슷타,93,92.0,88.0,87.0,85.0,80.0,79.0,NaN,72.0,77.0,NaN
몽블랑 144,92,91.0,92.0,NaN,79.0,88.0,74.0,89.0,NaN,74.0,82.0
이중석,94,90.0,92.0,80.0,82.0,79.0,83.0,NaN,NaN,NaN,72.0
주인장,94,82.0,91.0,81.0,82.0,82.0,89.0,NaN,76.0,NaN,80.0
2or0,94,89.0,90.0,84.0,83.0,84.0,80.0,87.0,NaN,NaN,77.0
🎠Liz Cinema🎠,94,88.0,90.0,89.0,85.0,75.0,85.0,NaN,79.0,NaN,NaN
JUNSIL OH,93,92.0,88.0,88.0,85.0,82.0,78.0,NaN,NaN,83.0,78.0
InYork,94,91.0,90.0,80.0,85.0,80.0,79.0,79.0,NaN,70.0,NaN
마카롱,93,92.0,82.0,86.0,81.0,88.0,NaN,NaN,77.0,81.0,79.0
서한용,93,93.0,90.0,82.0,84.0,86.0,77.0,83.0,NaN,77.0,78.0
정원영,92,93.0,90.0,82.0,79.0,89.0,78.0,83.0,NaN,81.0,82.0
태우마눌,90,92.0,85.0,79.0,79.0,91.0,NaN,90.0,NaN,78.0,85.0
신동섭,92,92.0,89.0,83.0,78.0,88.0,78.0,NaN,72.0,NaN,79.0
김국수,95,85.0,90.0,78.0,85.0,78.0,86.0,84.0,NaN,NaN,NaN
이지수,93,91.0,88.0,79.0,NaN,89.0,79.0,86.0,NaN,79.0,83.0
김서원,93,89.0,90.0,86.0,83.0,83.0,85.0,NaN,80.0,NaN,78.0
wani,94,88.0,93.0,81.0,79.0,80.0,86.0,78.0,NaN,NaN,75.0
🪢🪢🪢,92,91.0,91.0,NaN,77.0,89.0,76.0,90.0,NaN,NaN,83.0
CineVet,94,92.0,88.0,82.0,83.0,88.0,NaN,89.0,NaN,79.0,80.0
플랑크톤,93,94.0,81.0,81.0,84.0,85.0,71.0,NaN,NaN,81.0,77.0
원won,92,92.0,88.0,80.0,NaN,90.0,76.0,88.0,NaN,81.0,84.0
물음표232,92,92.0,90.0,76.0,84.0,87.0,74.0,90.0,NaN,NaN,77.0
최한빛,93,90.0,90.0,NaN,NaN,88.0,85.0,84.0,NaN,NaN,83.0
Looking for Bonnie,93,92.0,87.0,84.0,88.0,81.0,77.0,78.0,NaN,NaN,72.0
김만기,93,93.0,86.0,76.0,82.0,89.0,NaN,83.0,NaN,82.0,77.0
김만두,94,86.0,90.0,83.0,88.0,NaN,87.0,NaN,79.0,NaN,75.0
김재희,93,92.0,83.0,80.0,77.0,90.0,80.0,NaN,NaN,83.0,82.0
born to be blue,94,91.0,89.0,82.0,75.0,86.0,80.0,81.0,NaN,81.0,79.0
김누리,92,93.0,89.0,87.0,84.0,85.0,NaN,73.0,NaN,80.0,78.0
S_R_Park,93,91.0,89.0,83.0,82.0,89.0,78.0,85.0,NaN,NaN,81.0
새별,93,92.0,89.0,79.0,81.0,89.0,80.0,NaN,NaN,77.0,80.0
주 혜,94,88.0,91.0,77.0,82.0,85.0,85.0,80.0,NaN,NaN,NaN
라샹,92,91.0,89.0,85.0,82.0,89.0,NaN,86.0,NaN,82.0,83.0
주군,90,94.0,85.0,86.0,79.0,89.0,75.0,NaN,NaN,85.0,82.0
써머,94,92.0,85.0,80.0,91.0,88.0,79.0,81.0,NaN,74.0,80.0
장운서,90,93.0,80.0,80.0,85.0,91.0,NaN,91.0,NaN,81.0,86.0
보경,94,91.0,88.0,85.0,86.0,85.0,82.0,74.0,72.0,NaN,NaN
조재진,94,89.0,87.0,83.0,86.0,80.0,78.0,NaN,74.0,75.0,NaN
이근혜,94,88.0,89.0,80.0,NaN,86.0,86.0,83.0,NaN,NaN,80.0
고정규,93,90.0,91.0,82.0,83.0,84.0,85.0,90.0,NaN,NaN,83.0
최희영,94,90.0,90.0,84.0,83.0,82.0,84.0,79.0,NaN,NaN,NaN
Jean,94,86.0,91.0,79.0,76.0,85.0,86.0,82.0,NaN,NaN,80.0
한상환,91,93.0,89.0,87.0,83.0,87.0,76.0,NaN,NaN,81.0,79.0
동혁,91,94.0,89.0,85.0,81.0,86.0,NaN,78.0,NaN,81.0,79.0
도공박,94,89.0,88.0,NaN,85.0,79.0,89.0,77.0,NaN,NaN,76.0
Lucille,93,91.0,90.0,81.0,80.0,88.0,84.0,80.0,NaN,78.0,81.0
Gatsby,94,91.0,90.0,85.0,84.0,83.0,79.0,80.0,NaN,NaN,75.0
평민,92,92.0,89.0,87.0,86.0,83.0,NaN,83.0,NaN,74.0,76.0
왈왈 멍멍 깨갱,87,94.0,84.0,85.0,85.0,88.0,NaN,78.0,NaN,85.0,78.0
박태욱,93,89.0,90.0,83.0,89.0,85.0,81.0,NaN,NaN,76.0,75.0
류현선,92,93.0,86.0,88.0,84.0,87.0,75.0,NaN,NaN,79.0,76.0
정순원,94,92.0,86.0,78.0,89.0,84.0,78.0,NaN,NaN,73.0,77.0
서영,92,92.0,88.0,87.0,81.0,87.0,NaN,86.0,NaN,81.0,82.0
장윤정,92,89.0,89.0,NaN,NaN,91.0,80.0,88.0,NaN,75.0,84.0
yiigii,93,93.0,86.0,86.0,86.0,75.0,67.0,NaN,66.0,NaN,59.0
lovemovie,93,93.0,87.0,81.0,83.0,87.0,74.0,86.0,NaN,77.0,79.0
나씩이,93,87.0,90.0,NaN,80.0,85.0,87.0,88.0,NaN,NaN,81.0
문영훈,89,94.0,85.0,83.0,79.0,89.0,NaN,80.0,64.0,84.0,80.0
유현수,90,94.0,86.0,86.0,85.0,88.0,NaN,80.0,NaN,80.0,80.0
서연,93,87.0,90.0,84.0,77.0,86.0,85.0,83.0,NaN,NaN,81.0
HJ,93,89.0,92.0,80.0,NaN,86.0,86.0,84.0,NaN,NaN,79.0
aaron,94,91.0,87.0,86.0,84.0,81.0,82.0,NaN,NaN,77.0,74.0
DongKyun Noh,95,91.0,88.0,85.0,85.0,83.0,81.0,NaN,NaN,NaN,72.0
이평안,92,93.0,91.0,78.0,86.0,84.0,NaN,76.0,NaN,77.0,70.0
황해진,90,93.0,90.0,80.0,81.0,89.0,NaN,85.0,NaN,NaN,83.0
IN,92,91.0,90.0,78.0,NaN,90.0,NaN,88.0,NaN,82.0,83.0
어별3,94,92.0,89.0,83.0,86.0,85.0,78.0,NaN,NaN,77.0,74.0
BeNeo,91,93.0,89.0,85.0,85.0,87.0,77.0,80.0,NaN,78.0,78.0
Gooson,93,93.0,90.0,85.0,84.0,85.0,78.0,NaN,NaN,79.0,75.0
김명래,93,92.0,84.0,87.0,91.0,79.0,71.0,NaN,77.0,75.0,64.0
JANE,94,90.0,90.0,85.0,83.0,82.0,84.0,73.0,NaN,75.0,NaN
강은종,93,93.0,91.0,80.0,84.0,85.0,80.0,74.0,NaN,79.0,77.0
지예,94,90.0,88.0,88.0,86.0,79.0,80.0,NaN,78.0,77.0,NaN
김빛나,94,88.0,90.0,77.0,77.0,82.0,89.0,NaN,NaN,NaN,75.0
밍밍,94,88.0,92.0,81.0,82.0,83.0,84.0,79.0,NaN,NaN,75.0
ratte401,90,94.0,88.0,88.0,86.0,83.0,NaN,NaN,70.0,76.0,71.0
최민철,89,94.0,87.0,87.0,86.0,87.0,NaN,NaN,71.0,81.0,78.0
신겟타,93,93.0,89.0,84.0,83.0,85.0,77.0,84.0,NaN,76.0,78.0
문세훈,93,93.0,87.0,74.0,80.0,87.0,78.0,NaN,NaN,77.0,81.0
정본,91,94.0,86.0,81.0,82.0,89.0,NaN,82.0,NaN,82.0,76.0
고추장,93,93.0,81.0,85.0,82.0,85.0,77.0,84.0,NaN,79.0,76.0
서정남,90,93.0,84.0,82.0,81.0,90.0,NaN,78.0,73.0,86.0,76.0
조대희,93,92.0,88.0,83.0,85.0,86.0,79.0,83.0,NaN,NaN,78.0
김뽀,93,91.0,84.0,85.0,81.0,89.0,82.0,84.0,NaN,NaN,84.0
이비,95,82.0,87.0,78.0,84.0,66.0,89.0,NaN,NaN,NaN,NaN
Joon,94,91.0,90.0,80.0,80.0,86.0,85.0,76.0,NaN,NaN,79.0
경은,93,92.0,89.0,80.0,88.0,87.0,76.0,NaN,NaN,73.0,79.0
iLgi,95,87.0,89.0,81.0,81.0,81.0,85.0,83.0,76.0,NaN,NaN
원천동스마일맨,94,90.0,91.0,83.0,86.0,77.0,86.0,76.0,NaN,NaN,69.0
조건희,90,93.0,83.0,77.0,80.0,91.0,NaN,86.0,NaN,82.0,84.0
소영,94,84.0,92.0,79.0,80.0,83.0,87.0,90.0,NaN,NaN,NaN
재엽,93,92.0,89.0,87.0,85.0,85.0,79.0,NaN,NaN,76.0,76.0
이반석,92,94.0,88.0,83.0,87.0,87.0,77.0,83.0,NaN,75.0,79.0
김상신,92,94.0,85.0,80.0,85.0,90.0,80.0,88.0,NaN,81.0,79.0
청년,87,94.0,91.0,79.0,78.0,89.0,NaN,89.0,NaN,82.0,83.0
준희,95,88.0,90.0,82.0,81.0,80.0,83.0,NaN,NaN,NaN,NaN
5jp,89,94.0,88.0,88.0,85.0,85.0,NaN,NaN,69.0,80.0,74.0
RHDN,90,95.0,83.0,87.0,88.0,84.0,NaN,NaN,65.0,79.0,62.0
_윤정,94,90.0,89.0,82.0,81.0,87.0,85.0,92.0,NaN,NaN,83.0
이용희,93,90.0,92.0,86.0,82.0,78.0,84.0,NaN,NaN,75.0,71.0
이두교,93,91.0,92.0,82.0,82.0,84.0,84.0,74.0,NaN,75.0,77.0
Sanson Kim,92,93.0,89.0,85.0,82.0,87.0,77.0,85.0,NaN,80.0,81.0
BIGMAC_bro,91,94.0,90.0,85.0,82.0,87.0,NaN,81.0,NaN,81.0,80.0
이슉슉,94,88.0,91.0,NaN,90.0,87.0,80.0,88.0,NaN,NaN,NaN
이경수,94,92.0,84.0,82.0,84.0,87.0,84.0,89.0,NaN,83.0,84.0
훔훙,88,87.0,89.0,NaN,NaN,90.0,72.0,93.0,NaN,73.0,82.0
